[2024-02-13 10:03:29,290] HTTP/1.1[127.0.0.1] 16ms 404 GET /status
[2024-02-13 10:03:30,405] HTTP/1.1[127.0.0.1] 0ms 404 GET /status
[2024-02-13 10:03:31,473] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:32,521] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:33,590] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:34,725] HTTP/1.1[127.0.0.1] 2ms 404 GET /status
[2024-02-13 10:03:35,810] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:36,898] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:37,943] HTTP/1.1[127.0.0.1] 0ms 404 GET /status
[2024-02-13 10:03:39,022] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:40,082] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:41,143] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:42,235] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:43,302] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:44,371] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:45,436] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:46,539] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:47,591] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:48,656] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:49,721] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:50,789] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:51,866] HTTP/1.1[127.0.0.1] 0ms 404 GET /status
[2024-02-13 10:03:52,959] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:54,025] HTTP/1.1[127.0.0.1] 0ms 404 GET /status
[2024-02-13 10:03:55,120] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:56,190] HTTP/1.1[127.0.0.1] 1ms 404 GET /status
[2024-02-13 10:03:57,272] HTTP/1.1[127.0.0.1] 13ms 200 GET /status
[2024-02-13 10:03:58,368] HTTP/1.1[127.0.0.1] 16ms 200 GET /status
[2024-02-13 10:08:21,285] HTTP/1.1[172.21.0.1] 24ms 302 GET /
[2024-02-13 10:08:21,308] HTTP/1.1[172.21.0.1] 19ms 200 GET /setup/
[2024-02-13 10:08:21,377] HTTP/1.1[172.21.0.1] 5ms 200 GET /setup/static/js/main.8d209f3cb064f398f99e.js
[2024-02-13 10:08:21,444] HTTP/1.1[172.21.0.1] 119ms 200 GET /setup/static/js/vendor.8d209f3cb064f398f99e.js
[2024-02-13 10:08:21,781] HTTP/1.1[172.21.0.1] 9ms 200 POST /api/logout
[2024-02-13 10:08:21,782] HTTP/1.1[172.21.0.1] 4ms 200 GET /setup/favicon.png
[2024-02-13 10:08:21,811] HTTP/1.1[172.21.0.1] 19ms 200 GET /api/stat/sysinfo
[2024-02-13 10:08:21,905] HTTP/1.1[172.21.0.1] 7ms 200 GET /api/stat/sdn
[2024-02-13 10:08:21,907] HTTP/1.1[172.21.0.1] 9ms 200 GET /setup/static/images/c3686a3d067479d40dce0a214f8f9418.png
[2024-02-13 10:08:21,939] HTTP/1.1[172.21.0.1] 9ms 200 GET /api/stat/ccode
[2024-02-13 10:08:22,076] HTTP/1.1[172.21.0.1] 30ms 200 POST /api/stat/device
[2024-02-13 10:08:22,425] HTTP/1.1[172.21.0.1] 300ms 200 GET /v2/api/site/default/apgroups
[2024-02-13 10:08:22,580] HTTP/1.1[172.21.0.1] 116ms 200 GET /v2/api/timezones
[2024-02-13 10:10:52,410] HTTP/1.1[172.21.0.1] 3ms 200 GET /setup/favicon.png
[2024-02-13 10:12:14,877] HTTP/1.1[172.21.0.1] 3ms 200 GET /setup/favicon.png
[2024-02-13 10:13:43,584] HTTP/1.1[172.21.0.1] 63ms 200 POST /api/cmd/sitemgr
[2024-02-13 10:13:43,666] HTTP/1.1[172.21.0.1] 73ms 200 POST /api/set/setting/super_identity
[2024-02-13 10:13:43,737] HTTP/1.1[172.21.0.1] 68ms 200 POST /api/set/setting/locale
[2024-02-13 10:13:43,753] HTTP/1.1[172.21.0.1] 96ms 200 POST /api/set/setting/country
[2024-02-13 10:13:43,813] HTTP/1.1[172.21.0.1] 44ms 200 POST /api/set/setting/super_mgmt
[2024-02-13 10:13:43,859] HTTP/1.1[172.21.0.1] 40ms 200 POST /api/set/setting/mgmt
[2024-02-13 10:13:43,980] HTTP/1.1[172.21.0.1] 75ms 200 POST /api/cmd/system
[2024-02-13 10:13:44,231] HTTP/1.1[172.21.0.1] 5ms 302 GET /setup/configure/advanced-access
[2024-02-13 10:13:44,266] HTTP/1.1[172.21.0.1] 13ms 302 GET /manage
[2024-02-13 10:13:44,294] HTTP/1.1[172.21.0.1] 14ms 200 GET /manage/site/default
[2024-02-13 10:13:44,353] HTTP/1.1[172.21.0.1] 11ms 200 GET /manage/angular/g1d599cf54/js/index.js
[2024-02-13 10:13:44,381] HTTP/1.1[172.21.0.1] 7ms 200 GET /api/self
[2024-02-13 10:13:44,391] HTTP/1.1[172.21.0.1] 5ms 200 GET /manage/angular/g1d599cf54/images/favicons/favicon-32.png?v=2
[2024-02-13 10:13:44,412] HTTP/1.1[172.21.0.1] 13ms 200 GET /v2/api/features/LEGACY_UI_SUPPORTED/exists
[2024-02-13 10:13:44,499] HTTP/1.1[172.21.0.1] 79ms 200 GET /manage/react/js/swai.3b1b2c337dfb8f1362bd.js
[2024-02-13 10:13:45,353] HTTP/1.1[172.21.0.1] 50ms 200 GET /v2/api/info?preferred_site_name=default
[2024-02-13 10:13:45,471] HTTP/1.1[172.21.0.1] 4ms 200 GET /manage/react/js/54.3b1b2c337dfb8f1362bd.js
